ROLLNO,Programme Code,Scheme No.,Scheme Name,Course No.,COURSE_CODE,COURSENAME,CREDITS,COURSETYPE,CA-I_MARKS,CA-II_MARKS,CA-III_MARKS,CA-IV_MARKS,IA CONSOLIDATEMARKS,TEST-I_MARKS,TEST-II_MARKS,ATTENDANCEMARKS,PCA-I_MARKS,PCA-II_MARKS,PCA_CONSLIDATEMARKS,CAMARKS,ENDSEMMARKS,GRACE,MARKS_TOTAL,GRADE,GDPOINT,REGISTERED_CREDITS,EARN_CREDITS,CUMMULATIVE_CREDITS,EGP,TOTAL_OBTD_MARKS,SGPA,CGPA,YGPA,DGPA,RESULT,PROMOTED_STATUS
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,19,20,,39,A,8,22,22,42,178,649,8.09,8.38,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,12,,12,8,,8,0,0,0,20,30,,50,B+,7,22,22,42,178,649,8.09,8.38,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,16,26,,42,A+,9,22,22,42,178,649,8.09,8.38,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,12,,12,12,,12,0,0,0,24,34,,58,A,8,22,22,42,178,649,8.09,8.38,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,16,22,,38,A,8,22,22,42,178,649,8.09,8.38,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,10,,10,,,,0,0,0,10,16,,26,A,8,22,22,42,178,649,8.09,8.38,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,16,16,,32,A+,9,22,22,42,178,649,8.09,8.38,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,13,,13,,,,0,0,0,13,18,,31,A+,9,22,22,42,178,649,8.09,8.38,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,17,18,,35,A+,9,22,22,42,178,649,8.09,8.38,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,12,,12,12,,12,0,0,0,24,24,,48,B+,7,22,22,42,178,649,8.09,8.38,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,31,34,,65,A+,9,22,22,42,178,649,8.09,8.38,,,P,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,23,,23,10,,10,0,0,0,33,27,,60,B+,7,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,17,26,,43,A+,9,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,22,,22,16,,16,0,0,0,38,31,,69,B+,7,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,19,20,,39,A,8,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,11,,11,15,,15,0,0,0,26,21,,47,B+,7,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,15,24,,39,A,8,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,11,,11,11,,11,0,0,0,22,33,,55,A,8,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,16,21,,37,A,8,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,9,,9,,,,0,0,0,9,18,,27,A,8,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,0,0,,0,X,0,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,13,,13,,,,0,0,0,13,14,,27,A,8,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,16,18,,34,A+,9,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,12,,12,9,,9,0,0,0,21,22,,43,B,6,22,21,41,160,581,7.27,7.71,,,F,
C175,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,32,29,,61,A+,9,22,21,41,160,581,7.27,7.71,,,F,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,23,,23,15,,15,0,0,0,38,25,,63,B+,7,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,13,22,,35,A,8,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,28,,28,13,,13,0,0,0,41,28,,69,B+,7,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,20,15,,35,A,8,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,13,,13,15,,15,0,0,0,28,22,,50,B+,7,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,17,26,,43,A+,9,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,11,,11,15,,15,0,0,0,26,36,,62,A+,9,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,16,22,,38,A,8,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,9,,9,,,,0,0,0,9,15,,24,B+,7,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,15,15,,30,A,8,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,13,,13,,,,0,0,0,13,13,,26,A,8,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,13,16,,29,A,8,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,14,,14,14,,14,0,0,0,28,19,,47,B+,7,22,22,42,170,613,7.73,7.81,,,P,
C214,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,33,29,,62,A+,9,22,22,42,170,613,7.73,7.81,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,15,,15,9,,9,0,0,0,24,24,,48,C,5,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,20,17,,37,A,8,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,12,,12,9,,9,0,0,0,21,24,,45,P,4,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,17,19,,36,A,8,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,8,,8,8,,8,0,0,0,16,27,,43,B,6,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,15,21,,36,A,8,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,10,,10,12,,12,0,0,0,22,37,,59,A,8,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,15,12,,27,B,6,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,9,,9,,,,0,0,0,9,17,,26,A,8,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,17,17,,34,A+,9,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,11,,11,,,,0,0,0,11,14,,25,A,8,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,8,14,,22,B,6,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,9,,9,14,,14,0,0,0,23,13,3,39,B,6,22,22,39,146,539,6.64,7.07,,,P,
C372,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,31,31,,62,A+,9,22,22,39,146,539,6.64,7.07,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,25,,25,10,,10,0,0,0,35,24,,59,B,6,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,17,22,,39,A,8,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,26,,26,17,,17,0,0,0,43,26,,69,B+,7,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,19,16,,35,A,8,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,8,,8,11,,11,0,0,0,19,22,,41,B,6,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,14,20,,34,B+,7,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,12,,12,7,,7,0,0,0,19,23,,42,B,6,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,14,20,,34,B+,7,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,9,,9,,,,0,0,0,9,19,,28,A+,9,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,16,16,,32,A+,9,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,13,,13,,,,0,0,0,13,14,,27,A,8,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,15,18,,33,A+,9,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,10,,10,16,,16,0,0,0,26,25,,51,B+,7,22,22,42,158,583,7.18,7.6,,,P,
C182,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,24,35,,59,A,8,22,22,42,158,583,7.18,7.6,,,P,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,14,,14,6,,6,0,0,0,20,1,,21,F,0,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,0,10,,10,X,0,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,22,,22,6,,6,0,0,0,28,14,6,48,C,5,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,11,2,,13,F,0,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,9,,9,4,,4,0,0,0,13,1,,14,F,0,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,20,20,,40,A+,9,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,14,,14,0,,0,0,0,0,14,5,,19,F,0,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,17,15,,32,B+,7,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,9,,9,,,,0,0,0,9,14,,23,B+,7,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,17,17,,34,A+,9,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,9,,9,,,,0,0,0,9,11,,20,B,6,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,8,8,,16,P,4,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,13,,13,7,,7,0,0,0,20,19,,39,B,6,22,13,22,85,384,3.86,3.7,,,F,
C361,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,32,23,,55,A,8,22,13,22,85,384,3.86,3.7,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,26,,26,14,,14,0,0,0,40,25,,65,B+,7,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,11,21,,32,B+,7,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,26,,26,13,,13,0,0,0,39,39,,78,A,8,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,19,8,,27,F,0,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,12,,12,9,,9,0,0,0,21,23,,44,B,6,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,15,21,,36,A,8,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,11,,11,16,,16,0,0,0,27,37,,64,A+,9,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,12,23,,35,A,8,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,9,,9,,,,0,0,0,9,14,,23,B+,7,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,15,15,,30,A,8,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,12,,12,,,,0,0,0,12,13,,25,A,8,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,14,17,,31,A,8,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,13,,13,20,,20,0,0,0,33,28,,61,A+,9,22,21,41,163,609,7.41,7.98,,,F,
C123,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,31,27,,58,A,8,22,21,41,163,609,7.41,7.98,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,20,,20,15,,15,0,0,0,35,38,,73,A,8,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,11,16,,27,B,6,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,29,,29,12,,12,0,0,0,41,22,,63,B+,7,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,19,19,,38,A,8,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,13,,13,12,,12,0,0,0,25,21,,46,B+,7,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,16,21,,37,A,8,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,9,,9,14,,14,0,0,0,23,31,,54,A,8,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,16,22,,38,A,8,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,9,,9,,,,0,0,0,9,15,,24,B+,7,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,16,16,,32,A+,9,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,12,,12,,,,0,0,0,12,0,,12,F,0,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,15,16,,31,A,8,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,13,,13,11,,11,0,0,0,24,26,,50,B+,7,22,21,41,159,584,7.23,7.29,,,F,
C221,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,29,30,,59,A,8,22,21,41,159,584,7.23,7.29,,,F,
C181,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,28,,28,18,,18,0,0,0,46,38,,84,A+,9,22,22,42,201,730,9.14,9.21,,,P,
C181,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,17,29,,46,O,10,22,22,42,201,730,9.14,9.21,,,P,
